Country,Country_Code,Year,total_pop,pop_dens_sq_km,urban_pop_perc,rural_pop_perc,elect_access_pop,ren_energy_cons_perc,clean_fuel_tech_cook_pop,co2_emiss_excl_lulucf,Gini coefficient (2021 prices),perceptions of criminality,homicide rate,police rate,incarceration rate,Access to small arms,intensity of internal conflict,violent demonstrations,Violent crime,Political instability,Political Terror Scale,weapons imports,terrorism impact,deaths from internal conflict,internal conflicts fought,military expenditure (% gdp),armed services personnel rate,un peacekeeping funding,nuclear and heavy weapons,weapons exports,refugees and idps,Neighbouring countries relations,external conflicts fought,deaths From external conflict,overall score,internal peace,external peace,safety and security,ongoing conflict,militarisation,"Agriculture, forestry, and fishing, value added (% of GDP)",Adjusted savings: natural resources depletion (% of GNI),Adjusted savings: net forest depletion (% of GNI),Access to electricity (% of population),Adjusted savings: energy depletion (% of GNI),Adjusted savings: carbon dioxide damage (% of GNI),Access to clean fuels and technologies for cooking (% of population),"Agriculture, forestry, and fishing, value added (annual % growth)",gdp
Czechia,CZE,2016,10566332.0,136.8518586,73.57,26.43,100.0,14.8,100.0,109.0102,0.25406334,2.4,1.385,2.872,2.683,1.0,1.0,1.25,1.0,1.5,1.0,1.137,1.288,1.0,1.0,1.449,1.313,1.101,1.083,1.612,1.004,1.0,1.625,1.0,1.327,1.421,1.186,1.581,1.057,1.24,2.148097369,0.089784365,0.042169686,100.0,0.047614679,1.99599131,100.0,5.172289467,198160659303.939
Czechia,CZE,2017,10594438.0,137.2158788,73.675,26.325,100.0,14.5,100.0,109.8664,0.2485221,2.15,1.418,2.871,2.683,1.0,1.0,2.0,1.0,1.5,1.0,1.045,1.288,1.0,1.0,1.473,1.317,1.068,1.083,1.978,1.004,1.0,1.6,1.0,1.359,1.451,1.222,1.629,1.055,1.293,2.105459688,0.123869671,0.068105963,100.0,0.055763708,1.847356582,100.0,-3.989382542,221563575696.217
Czechia,CZE,2018,10629928.0,137.6755343,73.792,26.208,100.0,14.7,100.0,108.6618,0.24990341,2.25,1.308,2.896,2.611,1.0,1.0,1.25,1.0,1.5,1.0,1.018,1.38,1.0,1.0,1.483,1.321,1.128,1.083,2.188,1.004,1.0,1.525,1.0,1.338,1.401,1.244,1.56,1.048,1.336,1.968562247,0.17667504,0.118193216,100.0,0.058481824,1.679820594,100.0,3.351254297,251992360762.236
Czechia,CZE,2019,10671870.0,138.2268103,73.921,26.079,100.0,15.9,100.0,103.2747,0.25262198,2.2,1.313,2.91,2.611,1.0,1.0,2.25,1.0,1.5,1.0,1.009,1.231,1.0,1.0,1.516,1.32,1.036,1.076,2.318,1.004,1.0,1.5,1.0,1.373,1.455,1.25,1.637,1.046,1.35,1.891517709,0.223781034,0.184073526,100.0,0.039707508,1.654809121,100.0,4.630433924,256794209028.77
Czechia,CZE,2020,10697858.0,138.5759288,74.061,25.939,100.0,17.0,100.0,94.2044,0.26245132,2.2,1.313,2.898,2.429,1.0,1.0,2.5,1.0,1.5,1.0,1.01,1.13,1.0,1.0,1.54,1.32,1.024,1.078,2.3,1.004,1.0,1.475,1.0,1.372,1.454,1.248,1.636,1.044,1.348,1.943991388,0.246201644,0.222366217,100.0,0.023835426,1.581927589,100.0,6.889687639,251109660602.536
Denmark,DNK,2008,5493621.0,137.340525,86.487,13.513,100.0,18.5,100.0,50.6624,0.25246271,1.6,1.442,2.008,1.508,2.0,1.0,1.0,1.0,1.0,1.0,2.557,1.169,1.0,1.0,1.598,1.714,1.224,1.137,1.065,1.0,1.0,1.825,1.0,1.262,1.306,1.197,1.249,1.076,1.576,0.84168285,1.841740498,0.004493884,100.0,1.833196442,0.37653754,100.0,-25.58015193,354979471960.142
Denmark,DNK,2009,5523095.0,138.077375,86.654,13.346,100.0,19.3,100.0,48.4684,0.26701194,1.85,1.44,1.991,1.508,2.0,1.0,1.0,1.0,1.0,1.0,2.666,1.169,1.0,1.0,1.598,1.832,1.224,1.161,1.094,1.0,1.0,2.025,1.0,1.286,1.325,1.227,1.269,1.094,1.612,0.806945931,0.99577756,0.003859268,100.0,0.988014502,0.40798848,100.0,-4.767701828,322619152194.594
Denmark,DNK,2010,5547683.0,138.692075,86.795,13.205,100.0,21.2,100.0,48.58,0.2719856,1.8,1.437,1.977,1.563,2.0,1.0,1.0,1.0,1.0,1.5,2.412,1.169,1.0,1.0,1.641,1.832,1.224,1.186,1.143,1.0,1.0,2.05,1.0,1.309,1.356,1.24,1.327,1.096,1.6,1.188439349,1.015934776,0.005653123,100.0,1.010281653,0.42020897,100.0,32.41223471,322345594075.47
Denmark,DNK,2011,5570572.0,139.2643,86.957,13.043,100.0,23.8,100.0,43.5074,0.27311745,1.9,1.434,1.982,1.563,1.0,1.0,1.0,1.0,1.0,1.5,2.171,1.169,1.0,1.0,1.669,1.517,1.383,1.21,1.181,1.0,1.0,2.05,1.0,1.268,1.289,1.237,1.336,1.096,1.391,1.268328074,1.358636388,0.004314726,100.0,1.353655157,0.366000706,100.0,-13.41002823,344315595263.175
Denmark,DNK,2012,5591572.0,139.7893,87.142,12.858,100.0,26.9,100.0,38.6096,0.2779075,1.85,1.379,1.999,1.563,1.0,1.0,1.0,1.0,1.0,1.0,1.973,1.169,1.0,1.0,1.626,1.517,1.297,1.234,1.283,1.0,1.0,1.875,1.0,1.23,1.232,1.227,1.267,1.08,1.375,1.617582199,1.26521747,0.006313375,100.0,1.256789217,0.354968021,100.0,12.19068515,326792574244.963
Denmark,DNK,2013,5614932.0,140.3733,87.292,12.708,100.0,27.0,100.0,40.3534,0.28542548,1.8,1.413,1.975,1.563,1.0,1.0,1.0,1.0,1.0,1.0,1.895,1.093,1.0,1.0,1.645,1.433,1.248,1.258,1.379,1.0,1.0,1.75,1.0,1.223,1.224,1.222,1.26,1.069,1.374,1.256640415,0.954891066,0.008920163,100.0,0.945527857,0.364416102,100.0,-4.81423292,344631016965.12
Denmark,DNK,2014,5643475.0,141.086875,87.41,12.59,100.0,30.2,100.0,36.2169,0.2835288,1.85,1.42,1.965,1.532,1.0,1.0,1.0,1.0,1.0,1.0,1.736,1.046,1.0,1.0,1.583,1.46,1.041,1.282,1.377,1.0,1.0,1.625,1.0,1.209,1.216,1.197,1.259,1.057,1.33,1.353427202,0.797731914,0.010617722,100.0,0.787114193,0.329681701,100.0,18.48802909,352832602064.452
Denmark,DNK,2015,5683483.0,142.087075,87.526,12.474,100.0,32.5,100.0,34.0852,0.28177243,1.85,1.428,1.957,1.532,1.0,1.0,1.0,1.0,1.0,1.0,1.835,1.024,1.0,1.0,1.55,1.463,1.0,1.281,1.419,1.0,1.0,1.625,1.0,1.21,1.22,1.196,1.258,1.057,1.341,0.908318061,0.439260845,0.011001689,100.0,0.428259156,0.375634148,100.0,-14.61254317,301758922337.637
Denmark,DNK,2016,5728010.0,143.20025,87.642,12.358,100.0,32.0,100.0,35.7161,0.28187442,1.65,1.656,1.938,1.476,1.0,1.0,1.5,1.0,1.0,1.0,1.878,1.754,1.0,1.0,1.531,1.46,1.0,1.204,1.483,1.0,1.0,1.75,1.0,1.253,1.286,1.203,1.348,1.069,1.341,0.928797805,0.287534745,0.00825182,100.0,0.279282925,0.395369792,100.0,-15.04259041,312181849372.233
Denmark,DNK,2017,5764980.0,144.1245,87.757,12.243,100.0,35.0,100.0,33.582,0.28746662,1.8,1.546,1.927,1.476,1.0,1.0,1.25,1.0,1.125,1.0,2.105,1.532,1.0,1.0,1.55,1.44,1.0,1.204,1.455,1.0,2.0,1.85,1.0,1.322,1.28,1.385,1.327,1.279,1.363,1.259858067,0.395815904,0.007178425,100.0,0.388637479,0.365250732,100.0,15.32204782,331610593961.988
Denmark,DNK,2018,5793636.0,144.8409,87.874,12.126,100.0,34.6,100.0,33.5742,0.28165728,1.8,1.489,1.927,1.516,1.0,1.0,1.75,1.0,1.0,1.0,1.978,1.348,1.0,1.0,1.545,1.424,1.06,1.207,1.391,1.0,2.0,1.9,1.0,1.326,1.286,1.386,1.342,1.284,1.342,0.997044887,0.476981359,0.008027439,100.0,0.46895392,0.353912834,100.0,-0.415925181,355293374912.393
Denmark,DNK,2019,5814422.0,145.36055,87.994,12.006,100.0,37.2,100.0,30.0831,0.27723315,1.6,1.616,1.939,1.516,1.0,1.0,1.0,1.0,1.0,1.0,2.019,1.309,1.0,1.0,1.612,1.38,1.036,1.205,1.469,1.0,2.0,1.875,1.0,1.299,1.237,1.392,1.272,1.282,1.36,1.241227412,0.351826482,0.006284346,100.0,0.345542136,0.339691269,100.0,3.407406423,345401473012.615
Denmark,DNK,2020,5831404.0,145.7851,88.116,11.884,100.0,39.5,100.0,27.6033,0.27503937,1.6,1.5,1.954,1.556,1.0,1.0,2.25,1.0,1.0,1.0,1.711,1.184,1.0,1.0,1.631,1.379,1.024,1.244,1.388,1.0,2.0,1.85,1.0,1.329,1.292,1.386,1.366,1.279,1.317,1.337520087,0.1136317,0.005276157,100.0,0.108355543,0.314726172,100.0,2.503817957,355631021931.621
Dominican Republic,DOM,2008,9573130.0,198.1604223,71.3,28.7,97.6,17.7,87.1,20.6535,0.48107606,3.5,5.0,2.571,2.349,3.0,1.0,1.5,3.0,2.5,3.0,1.069,1.0,1.0,1.0,1.277,1.626,4.999,1.01,1.0,1.001,2.0,1.125,1.0,1.995,2.301,1.535,2.64,1.213,1.94,6.270991801,0.142706992,0.019325449,97.6,0.0,1.191005151,87.1,-3.760442903,48122601530.3324
Dominican Republic,DOM,2009,9695265.0,200.6885738,72.542,27.458,97.9,17.3,87.3,19.8004,0.48875666,3.9,5.0,2.552,2.349,3.0,1.0,1.5,3.0,2.5,3.0,1.055,1.0,1.0,1.0,1.277,1.802,4.999,1.01,1.0,1.001,2.0,1.125,1.0,2.014,2.325,1.547,2.674,1.213,1.959,6.01021374,0.071918975,0.017756444,97.9,0.0,1.166656071,87.3,8.945793295,48261078913.7266
Dominican Republic,DOM,2010,9820175.0,203.2741668,73.753,26.247,98.1,16.9,87.5,20.8377,0.47325945,4.05,5.0,2.533,2.651,3.0,1.0,1.5,3.0,2.75,4.0,1.017,1.0,1.0,1.0,1.315,1.802,4.999,1.01,1.0,1.001,2.0,1.125,1.0,2.093,2.456,1.55,2.859,1.213,1.959,5.874931785,0.104515294,0.035967887,98.1,0.0,1.138001548,87.5,6.604150648,53860187257.9593
Dominican Republic,DOM,2011,9945621.0,205.8708549,74.827,25.173,97.9,16.8,87.6,21.0813,0.47706905,4.05,5.0,2.514,2.651,3.0,1.5,1.5,3.0,2.5,4.0,1.086,1.0,1.0,1.0,1.296,1.389,5.0,1.01,1.0,1.001,2.0,1.0,1.0,2.097,2.489,1.509,2.828,1.302,1.916,5.4136207,0.195028798,0.030389497,97.9,0.0,1.118258655,87.6,5.856094187,58029773599.455
Dominican Republic,DOM,2012,10070411.0,208.453964,75.802,24.198,97.9,16.5,87.9,21.8534,0.46133542,4.1,5.0,2.495,2.865,3.0,1.5,1.5,3.0,2.5,3.5,1.101,1.0,1.0,1.0,1.282,1.389,4.201,1.01,1.0,1.001,2.0,1.0,1.0,2.059,2.463,1.452,2.791,1.302,1.822,5.138927058,0.302615837,0.030033777,97.9,0.0,1.155758875,87.9,1.819351206,60681535652.5373
Dominican Republic,DOM,2013,10193833.0,211.008756,76.749,23.251,98.4,16.6,88.3,21.4596,0.47656393,4.0,5.0,2.476,2.865,3.0,2.0,1.5,3.0,2.375,3.5,1.1,1.0,1.0,1.0,1.287,1.392,3.401,1.01,1.0,1.001,2.0,1.0,1.0,2.057,2.498,1.396,2.766,1.403,1.729,4.994105884,0.797479903,0.042050221,98.4,0.0,1.152585945,88.3,1.651345492,62682159338.0354
Dominican Republic,DOM,2014,10315528.0,213.5277996,77.67,22.33,98.5,17.3,88.6,21.6743,0.44279468,4.0,5.0,2.68,2.913,3.0,2.0,1.5,3.0,2.125,3.0,1.099,1.0,1.0,1.0,1.282,1.712,4.182,1.01,1.0,1.001,2.0,1.0,1.0,2.06,2.45,1.473,2.7,1.403,1.858,4.837803033,0.80106659,0.050797105,98.5,0.0,1.129687724,88.6,1.266646733,67179955677.2791
Dominican Republic,DOM,2015,10434829.0,215.9972883,78.566,21.434,98.6,14.9,89.1,23.8,0.45181024,4.05,4.94,2.66,2.913,3.0,2.0,1.25,3.0,2.0,3.0,1.084,1.0,1.0,1.0,1.282,1.678,4.179,1.01,1.0,1.001,2.0,1.0,1.0,2.04,2.42,1.471,2.658,1.403,1.852,5.058832344,0.395470185,0.039172053,98.6,0.0,1.202271343,89.1,1.2296973,71164826836.5281
Dominican Republic,DOM,2016,10551430.0,218.410888,79.436,20.564,98.9,15.3,89.6,24.7963,0.45722714,4.15,4.755,2.705,2.889,3.0,2.0,1.25,3.0,2.0,3.0,1.017,1.0,1.0,1.0,1.296,1.816,4.456,1.01,1.0,1.001,2.0,1.0,1.0,2.046,2.41,1.501,2.647,1.403,1.894,5.027045106,1.018669442,0.05028593,98.9,0.0,1.2188342,89.6,4.447730538,75704647877.6559
Dominican Republic,DOM,2017,10666843.0,220.7998965,80.277,19.723,100.0,16.9,90.2,23.7362,0.4219328,4.25,4.735,2.686,2.889,3.0,2.0,1.25,3.0,2.0,3.0,1.001,1.0,1.0,1.0,1.287,1.807,4.416,1.01,1.0,1.001,2.0,1.0,1.0,2.046,2.412,1.497,2.652,1.403,1.885,4.837609341,0.819658747,0.042596953,100.0,0.0,1.156331002,90.2,4.102896787,79998046306.0
Dominican Republic,DOM,2018,10782053.0,223.184703,81.074,18.926,98.9,15.9,90.7,25.5515,0.43686157,4.2,4.532,2.667,2.889,3.0,2.0,2.0,3.0,2.0,3.0,1.001,1.0,1.0,1.0,1.296,1.799,3.113,1.01,1.01,1.001,2.0,1.0,1.0,2.025,2.438,1.406,2.688,1.403,1.734,4.571473239,0.680582818,0.030398183,98.9,0.0,1.211299144,90.7,2.644530241,85555390139.118
Dominican Republic,DOM,2019,10894043.0,226.0267745,81.828,18.172,99.0,14.4,91.3,25.9419,0.41917238,4.05,4.14,2.649,2.889,3.0,2.0,2.75,3.0,2.0,3.0,1.001,1.0,1.0,1.0,1.335,1.79,2.473,1.01,1.01,1.001,2.0,1.0,1.0,2.01,2.442,1.363,2.693,1.403,1.662,4.32511957,0.731701661,0.028251383,99.0,0.0,1.308328735,91.3,4.410882975,88941372558.2397
Dominican Republic,DOM,2020,11008300.0,228.3973491,82.54,17.46,100.0,16.0,91.9,23.0619,0.39628673,4.0,3.976,2.631,2.968,3.0,2.0,2.5,3.0,2.0,3.0,1.001,1.0,1.0,1.0,1.33,1.782,1.506,1.01,1.01,1.002,2.0,1.0,1.0,1.965,2.413,1.294,2.653,1.403,1.547,4.522528402,0.83900134,0.03653175,100.0,0.0,1.393468856,91.9,-1.664062491,78844656298.1776
Ecuador,ECU,2008,14575202.0,58.68578676,62.3,37.7,97.2,15.3,93.4,31.8179,0.4978813,3.8,4.353,2.371,1.659,3.0,3.0,1.0,3.0,3.875,3.0,1.085,1.049,1.0,1.0,1.865,1.594,2.695,1.116,1.0,1.003,3.0,1.0,1.0,2.14,2.507,1.589,2.633,1.805,1.755,7.349375701,15.4229786,0.274048496,97.2,15.1358248,1.410653049,93.4,3.28353966,61139438000.0
Ecuador,ECU,2009,14825954.0,59.69541794,62.495,37.505,96.5,12.9,93.6,34.6222,0.4849893,3.7,4.586,2.348,1.659,3.0,3.0,1.0,3.0,4.125,3.0,1.18,1.049,2.0,1.053,1.865,1.638,2.695,1.116,1.0,1.002,3.0,1.0,1.0,2.228,2.652,1.592,2.679,2.012,1.771,8.61225542,7.342473392,0.283043879,96.5,6.958735657,1.555812317,93.6,2.698916094,60094978000.0
Ecuador,ECU,2010,15076695.0,60.70500483,62.69,37.31,97.5,11.8,94.0,37.3219,0.48800084,4.05,4.789,2.325,1.627,3.5,3.0,1.0,3.0,3.75,2.5,1.249,1.049,1.0,1.053,2.018,1.638,2.695,1.116,1.0,1.002,2.5,1.0,1.0,2.132,2.543,1.515,2.626,1.71,1.885,8.330210259,9.854637812,0.44261971,97.5,9.30466869,1.552504559,94.0,0.466834329,68151329000.0
Ecuador,ECU,2011,15326227.0,61.70972379,62.851,37.149,96.9,13.2,93.95,37.6935,0.45871636,3.9,4.771,2.243,1.627,3.5,3.0,1.0,3.0,3.5,2.5,1.292,1.049,1.0,1.053,2.171,1.612,1.854,1.116,1.0,1.002,2.0,1.0,1.0,2.055,2.508,1.376,2.574,1.609,1.806,7.908539175,13.6272821,0.0,96.9,13.4798499,1.417527463,93.95,9.281885424,78986648000.0
Ecuador,ECU,2012,15572194.0,62.70008858,62.988,37.012,97.2,13.2,94.0,37.8686,0.46109542,3.5,4.74,2.221,2.071,3.5,3.0,1.0,3.0,3.5,2.0,1.307,1.049,1.0,1.053,2.028,1.612,2.261,1.116,1.0,1.002,2.0,1.0,1.0,2.037,2.465,1.395,2.513,1.609,1.839,6.99944109,12.02143434,0.0,97.2,11.87850189,1.330895472,94.0,0.160386734,87735048000.0
Ecuador,ECU,2013,15807128.0,63.64602996,63.125,36.875,98.0,11.8,94.2,40.2925,0.46862498,3.55,4.529,2.252,2.071,3.0,3.0,1.0,3.0,3.375,2.5,1.378,1.024,1.0,1.053,1.899,1.592,1.838,1.116,1.0,1.002,2.0,1.0,1.0,2.014,2.454,1.354,2.538,1.609,1.692,6.963208805,10.56534806,0.0,98.0,10.43710157,1.370156682,94.2,8.586835923,96570334000.0
Ecuador,ECU,2014,16035124.0,64.56403608,63.261,36.739,99.0,12.2,94.2,42.4828,0.4499268,3.45,4.234,2.3,2.286,3.0,3.0,1.0,3.0,3.0,2.5,1.293,1.177,1.0,1.0,1.913,1.584,1.335,1.116,1.0,1.001,2.0,1.0,1.0,1.973,2.408,1.319,2.482,1.604,1.623,7.40439967,9.827439396,0.0,99.0,9.757768345,1.405409735,94.2,8.786465046,102718000000.0
Ecuador,ECU,2015,16266225.0,65.49454421,63.398,36.602,98.8,13.1,94.3,42.2047,0.4595101,3.15,4.091,2.281,2.286,3.0,3.0,1.75,3.0,2.625,2.0,1.271,1.093,1.0,1.0,1.884,1.55,1.828,1.143,1.01,1.002,2.0,1.0,1.0,1.949,2.346,1.353,2.396,1.604,1.678,8.020496297,3.728895498,0.0,98.8,3.678487244,1.480768047,94.3,4.000336098,97209558000.0
Ecuador,ECU,2016,16505139.0,66.45651071,63.534,36.466,98.7,14.8,94.4,40.9127,0.45016456,3.35,3.542,2.359,2.27,3.0,3.0,2.25,3.0,2.375,2.0,1.213,1.202,1.0,1.0,1.942,1.376,1.672,1.115,1.01,1.002,2.0,1.0,1.0,1.93,2.329,1.331,2.376,1.604,1.634,8.072125859,2.955468504,0.0,98.7,2.890485352,1.45838914,94.4,1.565039141,97671433000.0
Ecuador,ECU,2017,16759519.0,67.48074972,63.67,36.33,99.2,17.0,94.4,39.7064,0.44670117,3.3,3.114,2.34,2.27,3.0,2.0,1.25,3.0,2.5,2.5,1.174,1.112,1.0,1.0,1.765,1.371,1.437,1.116,1.01,1.002,2.0,1.0,1.0,1.821,2.167,1.302,2.299,1.403,1.581,7.90222041,4.086926742,0.0,99.2,4.020184285,1.41611456,94.4,7.52436734,104467000000.0
Ecuador,ECU,2018,17049547.0,68.64852231,63.821,36.179,98.7,16.3,94.5,41.3159,0.4543803,3.3,2.952,2.321,2.762,3.0,2.0,1.25,3.0,2.5,2.5,1.115,1.06,1.0,1.0,1.77,1.365,2.69,1.145,1.01,1.002,2.0,1.0,1.0,1.865,2.179,1.393,2.319,1.403,1.726,7.645059948,6.220883053,0.0,98.7,6.220883053,1.503396818,94.5,1.028732673,107479000000.0
Ecuador,ECU,2019,17340021.0,69.81809067,63.986,36.014,99.1,17.7,94.4,40.7692,0.4571004,3.35,2.947,2.301,2.762,3.0,2.0,2.75,3.0,2.375,2.0,1.109,2.304,1.0,1.0,1.755,1.359,3.495,1.146,1.013,1.003,2.0,1.0,1.0,1.944,2.274,1.449,2.453,1.403,1.818,7.786764599,5.11414332,0.0,99.1,5.11414332,1.526860855,94.4,2.304452897,107596000000.0
Ecuador,ECU,2020,17546065.0,70.64770897,64.166,35.834,98.9,20.2,94.4,35.6829,0.47309673,3.6,2.958,2.278,2.69,3.0,3.0,2.75,3.0,2.5,2.0,1.065,2.126,1.08,1.053,1.707,1.353,4.372,1.144,1.003,1.003,2.0,1.0,1.0,2.044,2.403,1.506,2.472,1.625,1.908,8.385749059,2.339360137,0.0,98.9,2.339360137,1.561651257,94.4,-0.055512704,95865472000.0
El Salvador,SLV,2008,6029297.0,290.9892375,63.678,36.322,91.0,31.5,73.1,7.0862,0.4688559,3.65,5.0,2.394,3.567,3.0,2.0,1.0,5.0,1.5,3.0,1.023,1.785,1.0,1.0,1.306,1.353,1.338,1.013,1.0,1.033,2.0,1.375,1.0,2.053,2.565,1.284,2.869,1.437,1.475,7.090108407,1.056294341,0.604975246,91.0,0.451319095,1.053815565,73.1,-0.185876408,17986890000.0
El Salvador,SLV,2009,6048279.0,291.9053571,64.57,35.43,91.1,32.2,75.2,6.8948,0.4582484,3.55,5.0,2.433,3.567,3.0,2.0,1.0,5.0,1.875,3.0,1.007,1.785,1.0,1.0,1.306,1.35,1.338,1.014,1.0,1.028,2.0,1.5,1.0,2.073,2.592,1.293,2.907,1.448,1.473,6.668590732,0.704974929,0.595775975,91.1,0.109198954,1.082298073,75.2,-5.307261942,17601620000.0
El Salvador,SLV,2010,6068249.0,292.8691602,65.452,34.548,91.6,32.6,77.0,6.7208,0.4351326,3.55,5.0,2.462,4.159,4.0,3.0,1.0,5.0,1.75,2.5,1.011,1.785,1.0,1.0,1.359,1.35,1.338,1.015,1.0,1.028,2.0,1.625,1.0,2.171,2.747,1.307,2.888,1.661,1.657,6.981708507,1.059657195,1.059657195,91.6,0.0,1.043577509,77.0,5.014747074,18447920000.0
El Salvador,SLV,2011,6090127.0,293.9250483,66.325,33.675,92.6,29.5,78.6,7.0198,0.42317978,3.75,5.0,2.608,4.159,4.0,3.0,1.0,5.0,1.75,2.5,1.016,1.785,1.0,1.0,1.344,1.391,1.202,1.016,1.0,1.027,2.0,1.625,1.0,2.181,2.769,1.299,2.919,1.661,1.644,7.330191907,0.858470797,0.858142323,92.6,0.000328473,1.028379951,78.6,-4.119848891,20283780000.0
El Salvador,SLV,2012,6113975.0,295.0760135,67.187,32.813,93.7,30.3,80.4,6.9949,0.41828832,3.85,5.0,2.697,4.429,4.0,3.0,1.0,5.0,1.75,2.5,1.02,1.785,1.0,1.0,1.344,1.391,2.059,1.016,1.0,1.036,2.0,1.5,1.0,2.219,2.799,1.351,2.96,1.65,1.746,6.514356254,0.803679749,0.80337647,93.7,0.000303279,1.025289685,80.4,4.29687359,21386150000.0
El Salvador,SLV,2013,6138839.0,296.2760135,68.036,31.964,95.0,27.5,82.1,6.6284,0.4335865,3.3,5.0,2.753,4.429,4.0,2.0,1.0,5.0,1.75,2.5,1.029,1.554,1.0,1.0,1.32,1.364,2.029,1.017,1.0,1.044,2.0,1.5,1.0,2.13,2.653,1.346,2.904,1.448,1.737,5.613306559,0.983141708,0.982871814,95.0,0.000269894,0.994354467,82.1,-7.209737325,21990960000.0
El Salvador,SLV,2014,6162955.0,297.4399131,68.874,31.126,95.1,24.0,83.8,6.8083,0.4155944,3.45,5.0,2.77,4.563,4.0,2.0,1.0,5.0,1.75,2.0,1.025,1.35,1.0,1.0,1.335,1.363,1.506,1.018,1.0,1.052,2.0,1.5,1.0,2.097,2.621,1.312,2.861,1.448,1.677,5.866872154,1.105692001,1.105452332,95.1,0.000239669,1.029269806,83.8,0.908175867,22593470000.0
El Salvador,SLV,2015,6183676.0,298.4399614,69.7,30.3,95.4,21.0,85.3,7.2629,0.40551814,3.65,5.0,2.814,4.563,4.0,2.0,1.0,5.0,2.0,3.0,1.067,1.178,1.0,1.0,1.315,1.377,2.629,1.018,1.0,1.059,2.0,1.5,1.0,2.198,2.736,1.392,3.02,1.448,1.814,5.52976674,0.89231049,0.89231049,95.4,0.0,1.089257516,85.3,-5.499996228,23438240000.0
El Salvador,SLV,2016,6200800.0,299.2664093,70.501,29.499,96.0,20.7,87.0,7.3236,0.39978543,4.1,5.0,2.866,5.0,4.0,2.0,1.0,5.0,2.0,2.0,1.063,1.0,1.0,1.0,1.301,1.602,1.925,1.016,1.0,1.079,2.0,1.5,1.0,2.166,2.704,1.359,2.977,1.448,1.755,5.732153907,1.077635252,1.077635252,96.0,0.0,1.122184728,87.0,8.349202024,24191430000.0
El Salvador,SLV,2017,6213533.0,299.8809363,71.275,28.725,96.8,25.0,88.3,6.6285,0.38007152,4.5,5.0,2.867,5.0,4.0,2.0,1.5,5.0,2.0,2.0,1.058,1.0,1.0,1.0,1.287,1.6,2.084,1.016,1.0,1.104,2.0,1.6,1.0,2.209,2.76,1.381,3.059,1.458,1.771,5.393009141,0.940379868,0.940287993,96.8,9.19e-05,1.011891351,88.3,0.664127356,24979190000.0
El Salvador,SLV,2018,6219807.0,300.1837355,72.023,27.977,97.0,23.2,89.7,7.1002,0.38610572,3.65,5.0,3.116,5.0,4.0,2.0,1.75,5.0,2.0,2.5,1.051,1.0,1.0,1.0,1.272,1.599,1.897,1.016,1.0,1.517,2.0,1.525,1.0,2.236,2.78,1.419,3.136,1.451,1.746,5.13276853,0.703355929,0.703217021,97.0,0.000138908,1.086757622,89.7,-2.726302513,26020850000.0
El Salvador,SLV,2019,6222318.0,300.3049228,72.746,27.254,97.4,19.4,90.9,8.1035,0.38778764,3.1,5.0,3.09,5.0,4.0,2.0,2.25,5.0,1.75,2.5,1.051,1.0,1.0,1.0,1.258,1.599,1.748,1.016,1.0,1.552,2.0,1.5,1.0,2.217,2.754,1.41,3.104,1.448,1.727,5.146433522,0.59184545,0.591745754,97.4,9.97e-05,1.245399732,90.9,1.037303012,26881140000.0
El Salvador,SLV,2020,6234673.0,300.9012066,73.444,26.556,99.7,23.7,91.9,6.6591,0.38946956,2.85,5.0,3.091,5.0,4.0,2.0,2.75,5.0,1.5,3.0,1.009,1.0,1.04,1.0,1.258,1.598,1.337,1.016,1.0,1.601,2.0,1.475,1.0,2.23,2.793,1.386,3.161,1.454,1.674,5.354800473,0.807389274,0.807333698,99.7,5.56e-05,1.283949339,91.9,-4.373149062,24921190000.0
Estonia,EST,2008,1337090.0,31.5425808,68.351,31.649,100.0,20.5,100.0,20.2026,0.3191497,2.8,4.054,2.202,3.047,2.0,1.0,1.0,2.0,1.25,1.0,1.753,1.487,1.0,1.0,1.903,1.514,1.587,1.002,1.0,1.006,3.0,1.55,1.0,1.694,1.796,1.541,1.981,1.453,1.501,3.401261526,1.322017834,0.0,100.0,1.322017834,2.140584602,100.0,2.075701297,24342935403.5447
Estonia,EST,2009,1334515.0,31.48183534,68.223,31.777,100.0,24.2,100.0,16.824,0.31442666,2.7,3.29,2.211,3.047,2.0,1.0,1.0,2.0,1.5,2.0,1.9,1.487,1.0,1.0,1.903,1.567,1.587,1.002,1.0,1.006,3.0,1.8,1.0,1.728,1.837,1.565,2.03,1.476,1.525,2.471048733,0.751767919,0.0,100.0,0.751767919,2.183603303,100.0,-18.67953477,19633984440.1223
Estonia,EST,2010,1331475.0,31.41012031,68.094,31.906,100.0,25.3,100.0,21.6256,0.31999838,2.75,3.108,2.203,3.118,2.0,1.0,1.0,2.0,1.5,1.5,2.222,1.487,1.0,1.0,2.128,1.567,1.587,1.002,1.0,1.006,3.0,2.05,1.0,1.72,1.8,1.601,1.96,1.499,1.589,3.170929453,0.581538339,0.0,100.0,0.581538339,2.939235748,100.0,9.289747674,19524355419.038
